0.000000, 2.482701, 3.511070, 4.300165, 4.965402, 5.551489, 6.081351, 6.568610, 7.022139, 7.448103, 7.850991, 8.234188, 8.600329, 8.951507, 9.289417, 9.615460, 9.930804, 10.236439, 10.533209, 10.821843, 11.102978, 11.377166, 11.644900, 11.906616, 12.162702, 12.413506, 12.659342, 12.900494, 13.137219, 13.369755, 13.598314, 13.823095, 14.044278, 13.823095, 13.598314, 13.369755, 13.137219, 12.900494, 12.659342, 12.413506, 12.162702, 11.906616, 11.644900, 11.377166, 11.102978, 10.821843, 10.533209, 10.236439, 9.930804, 9.615460, 9.289417, 8.951507, 8.600329, 8.234188, 7.850991, 7.448103, 7.022139, 6.568610, 6.081351, 5.551489, 4.965402, 4.300165, 3.511070, 2.482701
2.482701, 2.952446, 3.712504, 4.414937, 5.041232, 5.606190, 6.123150, 6.601870, 7.049410, 7.470986, 7.870545, 8.251148, 8.615221, 8.964720, 9.301243, 9.626126, 9.940489, 10.245282, 10.541327, 10.829330, 11.109910, 11.383610, 11.650911, 11.912240, 12.167977, 12.418468, 12.664021, 12.904915, 13.141406, 13.373728, 13.602090, 13.826690, 14.047707, 13.826690, 13.602090, 13.373728, 13.141406, 12.904915, 12.664021, 12.418468, 12.167977, 11.912240, 11.650911, 11.383610, 11.109910, 10.829330, 10.541327, 10.245282, 9.940489, 9.626126, 9.301243, 8.964720, 8.615221, 8.251148, 7.870545, 7.470986, 7.049410, 6.601870, 6.123150, 5.606190, 5.041232, 4.414937, 3.712504, 2.952446
3.511070, 3.712504, 4.175389, 4.714225, 5.250274, 5.761346, 6.243663, 6.698744, 7.129379, 7.538400, 7.928349, 8.301412, 8.659441, 9.004011, 9.336453, 9.657913, 9.969372, 10.271677, 10.565569, 10.851697, 11.130631, 11.402877, 11.668886, 11.929061, 12.183763, 12.433319, 12.678028, 12.918153, 13.153944, 13.385625, 13.613399, 13.837457, 14.057974, 13.837457, 13.613399, 13.385625, 13.153944, 12.918153, 12.678028, 12.433319, 12.183763, 11.929061, 11.668886, 11.402877, 11.130631, 10.851697, 10.565569, 10.271677, 9.969372, 9.657913, 9.336453, 9.004011, 8.659441, 8.301412, 7.928349, 7.538400, 7.129379, 6.698744, 6.243663, 5.761346, 5.250274, 4.714225, 4.175389, 3.712504
4.300165, 4.414937, 4.714225, 5.113786, 5.551489, 5.995069, 6.430246, 6.851433, 7.256968, 7.646894, 8.021971, 8.383209, 8.731669, 9.068375, 9.394267, 9.710205, 10.016959, 10.315220, 10.605606, 10.888671, 11.164911, 11.434773, 11.698662, 11.956940, 12.209936, 12.457954, 12.701269, 12.940127, 13.174761, 13.405381, 13.632183, 13.855347, 14.075037, 13.855347, 13.632183, 13.405381, 13.174761, 12.940127, 12.701269, 12.457954, 12.209936, 11.956940, 11.698662, 11.434773, 11.164911, 10.888671, 10.605606, 10.315220, 10.016959, 9.710205, 9.394267, 9.068375, 8.731669, 8.383209, 8.021971, 7.646894, 7.256968, 6.851433, 6.430246, 5.995069, 5.551489, 5.113786, 4.714225, 4.414937
4.965402, 5.041232, 5.250274, 5.551489, 5.904892, 6.282325, 6.666921, 7.049410, 7.425009, 7.791434, 8.147774, 8.493851, 8.829873, 9.156245, 9.473455, 9.782023, 10.082464, 10.375270, 10.660908, 10.939811, 11.212379, 11.478985, 11.739969, 11.995645, 12.246300, 12.492200, 12.733594, 12.970702, 13.203739, 13.432897, 13.658352, 13.880276, 14.098821, 13.880276, 13.658352, 13.432897, 13.203739, 12.970702, 12.733594, 12.492200, 12.246300, 11.995645, 11.739969, 11.478985, 11.212379, 10.939811, 10.660908, 10.375270, 10.082464, 9.782023, 9.473455, 9.156245, 8.829873, 8.493851, 8.147774, 7.791434, 7.425009, 7.049410, 6.666921, 6.282325, 5.904892, 5.551489, 5.250274, 5.041232
5.551489, 5.606190, 5.761346, 5.995069, 6.282325, 6.601870, 6.938361, 7.281693, 7.625564, 7.966195, 8.301412, 8.630037, 8.951507, 9.265629, 9.572437, 9.872098, 10.164851, 10.450976, 10.730768, 11.004524, 11.272537, 11.535089, 11.792446, 12.044864, 12.292581, 12.535822, 12.774796, 13.009700, 13.240719, 13.468025, 13.691779, 13.912131, 14.129225, 13.912131, 13.691779, 13.468025, 13.240719, 13.009700, 12.774796, 12.535822, 12.292581, 12.044864, 11.792446, 11.535089, 11.272537, 11.004524, 10.730768, 10.450976, 10.164851, 9.872098, 9.572437, 9.265629, 8.951507, 8.630037, 8.301412, 7.966195, 7.625564, 7.281693, 6.938361, 6.601870, 6.282325, 5.995069, 5.761346, 5.606190
6.081351, 6.123150, 6.243663, 6.430246, 6.666921, 6.938361, 7.231986, 7.538400, 7.850991, 8.165277, 8.478308, 8.788189, 9.093741, 9.394268, 9.689390, 9.978944, 10.262902, 10.541327, 10.814342, 11.082101, 11.344780, 11.602566, 11.855648, 12.104214, 12.348446, 12.588524, 12.824618, 13.056891, 13.285500, 13.510592, 13.732304, 13.950771, 14.166120, 13.950771, 13.732304, 13.510592, 13.285500, 13.056891, 12.824618, 12.588524, 12.348446, 12.104214, 11.855648, 11.602566, 11.344780, 11.082101, 10.814342, 10.541327, 10.262902, 9.978944, 9.689390, 9.394268, 9.093741, 8.788189, 8.478308, 8.165277, 7.850991, 7.538400, 7.231986, 6.938361, 6.666921, 6.430246, 6.243663, 6.123150
6.568610, 6.601870, 6.698744, 6.851433, 7.049410, 7.281693, 7.538400, 7.811438, 8.094575, 8.383209, 8.674032, 8.964719, 9.253665, 9.539784, 9.822363, 10.100947, 10.375270, 10.645195, 10.910676, 11.171729, 11.428416, 11.680823, 11.929061, 12.173246, 12.413506, 12.649968, 12.882762, 13.112012, 13.337846, 13.560383, 13.779739, 13.996028, 14.209355, 13.996028, 13.779739, 13.560383, 13.337846, 13.112012, 12.882762, 12.649968, 12.413506, 12.173246, 11.929061, 11.680823, 11.428416, 11.171729, 10.910676, 10.645195, 10.375270, 10.100947, 9.822363, 9.539784, 9.253665, 8.964719, 8.674032, 8.383209, 8.094575, 7.811438, 7.538400, 7.281693, 7.049410, 6.851433, 6.698744, 6.601870
7.022139, 7.049410, 7.129379, 7.256968, 7.425009, 7.625564, 7.850991, 8.094575, 8.350779, 8.615221, 8.884550, 9.156245, 9.428450, 9.699815, 9.969372, 10.236440, 10.500547, 10.761384, 11.018751, 11.272537, 11.522692, 11.769209, 12.012118, 12.251468, 12.487326, 12.719769, 12.948886, 13.174761, 13.397489, 13.617161, 13.833871, 14.047707, 14.258758, 14.047707, 13.833871, 13.617161, 13.397489, 13.174761, 12.948886, 12.719769, 12.487326, 12.251468, 12.012118, 11.769209, 11.522692, 11.272537, 11.018751, 10.761384, 10.500547, 10.236440, 9.969372, 9.699815, 9.428450, 9.156245, 8.884550, 8.615221, 8.350779, 8.094575, 7.850991, 7.625564, 7.425009, 7.256968, 7.129379, 7.049410
7.448103, 7.470986, 7.538400, 7.646894, 7.791434, 7.966195, 8.165277, 8.383209, 8.615221, 8.857338, 9.106345, 9.359708, 9.615460, 9.872098, 10.128483, 10.383763, 10.637313, 10.888671, 11.137512, 11.383610, 11.626814, 11.867031, 12.104214, 12.338345, 12.569436, 12.797514, 13.022622, 13.244809, 13.464135, 13.680664, 13.894461, 14.105594, 14.314132, 14.105594, 13.894461, 13.680664, 13.464135, 13.244809, 13.022622, 12.797514, 12.569436, 12.338345, 12.104214, 11.867031, 11.626814, 11.383610, 11.137512, 10.888671, 10.637313, 10.383763, 10.128483, 9.872098, 9.615460, 9.359708, 9.106345, 8.857338, 8.615221, 8.383209, 8.165277, 7.966195, 7.791434, 7.646894, 7.538400, 7.470986
